Book_No,Title,Sub_Title,Author,Translator,Class_3,Class_2,Class_1,Publisher,Year_1st_Pub,Year_This_Ed,Place,Edition_No,Pages,Keywords,ISBN,Language,Synopsis,Price,Notes,Title_XRef,Author_XRef,Medium,Size,Status,Check,Subject,
3303,Wife of the Lord Buddha,,"Bhosekar, Murlidhar",,,BHO,A0n2,Madhvi Publication,2000,2000,Pune,,134,,,English,Imagined biography of Yasodhara based on historical accounts,,,,,Book,22,09/12/2002,,Buddhist biography,
4446,Wife of the Lord Buddha,,"Bhosekar, Murlidhar",,,BHO,A0n2,Madh Publicationsavi,2000,,Pune,,,,,,,,,,,Book,,,,,
L4590,Wife of the Lord Buddha,,"Bhosekar, Murlidhar",Bhikkhu Ashvajeet,,BHO,A0n2,Madhavi Publication,2000,2000,Pune,1st,,,none,,,,written on the passng awaz of Dharmachari Anagarika Maha Dhammaveera,,,Booklet,,,,,
L4649,Jagajyoti: The Light of the World,2533 Buddha Jayanti Number combined with Dr B. M. Barua Birth Centenary Commemoration Volume,"Chowdhury, Hemendu Bikash (Ed)",,,CHO,A0n2,Bengal Buddhist Association,1989,,Calcutta,,,,,,,,,,,Periodical,,,,,
3304,Ananda,The man and monk,"Das, Asha (Dr)",,,DAS,A0n2,Maha Bodhi Book Agency,1992,1992,Calcutta,,116,,,English,Biography of Ananda treated under various headings with extensive references quoted.,,,,,Book,22,09/12/2002,,Buddhist biography,
4650,Monks and Magicians,Religious Biographies in Asia,"Granoff, Phyllis & Shinohara, Koichi (eds.)",,,GRA,A0n2,Motilal Banarsidass,1994,1994,Delhi,1st,,,81-208-1186-0,,,,,,,Book,,,,,
4425,White Buddhist (The),The Asian Odyssey of Henry Steel Olcott,"Prothero, Stephen",,,PRO,A0n2,Indiana University Press,1996,,USA,,,,8170305527,,,,,,,Book,,,,Biography,
4357,Monk in the World (A),Cultivating a spiritual life,"Teasdale, Wayne",,,TEA,A0n2,New World Library,2002,,USA,,,,1577311817,,,,,,,Book,,,,,
1899,Encounters with Buddhism,14 Men and Women Describe Their Discovery of the Buddha's Teaching,"Dhammika, Shravasti (Ed)",,,DHA,A0n3,Buddhist Research Society,1990,1990,Singapore,,86,fwbo wbo,981-00-1663-,English,Includes contribution by Dh Padmasuri,,,,,Book,,,,General Buddhism,
4383,Encounters with Buddhism,14 men and women desribe their discovery of the Buddha's teachings,"Dhammika, Shravasti (Ed)",,,DHA,A0n3,Buddhist Research Society,1990,,Singapore,,,,9810016638,,,,Prefaced by Prof Trevor Ling,,,Book,,,,,
M2878,MAHA BODHI 1891-1991 (The),Centenary Volume,Maha Bodhi Society,,,MBS,A0p1,Maha Bodhi Society,1991,,Calcutta,,276,,,English,,9.99,STORED IN PERIODICALS BOX 18,,,Magazine,,,,,
M2216,WORLD FELLOWSHIP OF BUDDHISTS REPORT OF THE INAUGURAL CONFERENCE 1950 (The),,World Fellowship of Buddhists,,,WFB,A0p1,World Fellowship of Buddhists,1950,,Ceylon,,34,,,English,,2.5,Stored with periodicals,,,Booklet,,,,,
L2190,South Asian Archaeology 1985,,"Frifelt, K & Sorensen, P (Ed)",,,FRI,A0p3,Curzon Press,1989,1989,London,1st,496,,0 7007 0200,English,Papers dealing with studies on sites like Mohenjo Daro Mehrgarh Tepe Yahya and oTher sites in Oman and Arabia.,,,,,Book,,,,General Buddhism,
2198,South Asian Archaeology,,"Hammond, Norman (Ed)",,,HAM,A0p3,Gerald Duckworth & Co. Ltd,1973,1973,Gloucester,1st,308,India Pakistan Bangladesh Nepal Afghanistan Sri_lanka,0 7156 1088,English,Papers from the first international conference of South asian archaeologists held in the University of Cambridge.,,,,,Book,,,,General Buddhism,
4741,Buddhist Warfare,,"Jerryson, Michael K. & Juergensmeyer, Mark",,,JER,A0p3,Oxford University Press,2010,2010,Oxford,1st,,,978-0-19-539484-9,,,,,,,Book,,,,,
L2199,South Asian Civilisations,A Bibliographic SynThesis,"Patterson, Maureen L.P.",,,PAT,A0p3,University of Chicago Press,1981,1981,Chicago/Lo,,853,Archaeology Indian_sub-continent,0 226 64910,English,One volume bibliography organised into groups and headings covering thousands of titles.,,,,,Book,,,,,
170,Epochs in Buddhist History,(The Haskell Lectures 1921),"Saunders, Kenneth",,,SAU,A0p3,University of Chicago Press,1924,1924,USA,,243,History Buddhism Hinduism  Nepal Tibet Theravada,,English,History of Buddhism,,,,,Book,,,,General Buddhism,
1635,"Buddhist Tradition in India, China and Japan (The)",,"Bary, William Theodore De (Ed)",,,BAR,A0p5,Vintage Books,1972,1972,New York,,417,,394-71696-5,English,,,,,,Book,,,,General Buddhism,
1601,World of Buddhism (The),Buddhist Monks and  Nuns in Society and Culture,"Bechert, H & Gombrich, R (Ed)",,,BEC,A0p5,Thames and Hudson,1984,1984,London,,308,,0-500-25089-,English,A history of the spread decline and resurgence of Buddhism,,,,,Book,,,,General Buddhism,
2203,World of Buddhism (The),Buddhist Monks and  Nuns in Society and Culture,"Bechert, H & Gombrich, R (Ed)",,,BEC,A0p5,Thames and Hudson,1984,1991,London,2nd,308,,0 500 27628,English,a variety of general essays on buddhism  including the Path to  Enlightenment The Indian tradition and Buddhism in the Modern world. Many fine Illus.,14.95,,,,Book,,,,General Buddhism,
L3310,History Of Buddhism In India and Tibet (The),The Jewelry of Scripture part 1 & 2,Bu-Ston Ren-Chen-Grub-Pa,E.Obermiller,,BUS,A0p5,Sri Satguru Publications,1931,1998,Delhi,2nd,182,,8170301296,English,,,,,,Book,23,09/12/2002,,Gelugpa text by Bu-s,
L984,History of Buddhism in India and Tibet (The),The Jewelry of Scripture part 2,Bu-Ston Ren-Chen-Grub-Pa,E. Obermiller Dr,,BUS,A0p5,Sri Satguru Publications,1932,1986,Delhi,,229,lalita-vistara nagarjuna aryadeva candragomin candrakirti aryasanga vasubandhu sthiramati dharmakirti,81-7030-026-,English,Translation of a 13th cent history of Buddhism,,,,,Book,,,,General Buddhism - H,
3024,Jewelry of Scripture of Bu-Ston (The),part 1 & 2,Bu-Ston Ren-Chen-Grub-Pa,E. Obermiller,,BUS,A0p5,Sri Satguru,1931,1997,Delhi,2nd,182,history traditions,8170301296,English,Translation of traditional Tibetan history of Buddhism,,,,,Book,23,14/05/1999,,General Buddhism - H,
130,Short History of Buddhism (A),,"Conze, Edward",,,CON,A0p5,George Allen & Unwin,1980,1981,London,,135,,0 04 294109,English,Short history of Buddhism,,,,,Book,,,,General Buddhism,
1103,Short History of Buddhism (A),,"Conze, Edward",,,CON,A0p5,George Allen & Unwin,1980,1980,London,,135,,0-04-294109-,English,A short history of Buddhism,,,,,Book,,,,General Buddhism,
1655,Short History of Buddhism (A),,"Conze, Edward",,,CON,A0p5,George Allen & Unwin,1980,1980,London,,135,,0-04-294109-,English,A short history of Buddhism,,,,,Book,,,,General Buddhism,
4391,Navel of the Earth,The history and significance of Bodh Gaya,"Dhammika, Shravasti",,,DHA,A0p5,Buddha Dhamma Mandala Society,1996,,Singapore,,,,9810081278,,,,,,,Book,,,,,
165,Studies in the Origins of Buddhism,,"Pande, Govind Chandra",,100,PAN,A0p5,University of Allahabad,1957,1957,India,,599,Buddhism India Jainism Nirvana Vedic,,English,History of Buddhism,,,,,Book,,,,General Buddhism,
2741,Studies in the Origins of Buddhism,,"Pande, Govind Chandra",,,PAN,A0p5,Motilal Banarsidass,1957,1995,Delhi,4th,604,Pali_Canon scripture Tipitaka India,81 208 1016,English,Historical background to Buddhist culture scripture and philosophy.,,,,,Book,,,,General Buddhism,
1567,History of Buddha's Religion (The),Sasanavamsa,Pannasami,Law -Bimala Churn,,PAN,A0p5,Sri Satguru Publications,1952,1986,Delhi,,174,,81-7030-011-,English,Translation of a 1861 history of Buddhism,,,,,Book,,,,General Buddhism,
1590,Buddhism,A Historical Introduction to Buddhist Values and the Forms They Have Assumed in Asia,"Pardue, Peter A.",,,PAR,A0p5,The Macmillan Company,1968,1971,New York,,203,,,English,The interaction between Buddhist values and the socio-political institutions of the great Asian civilizations,,,,,Book,,,,General Buddhism,
1744,Buddhism,A Historical Introduction to Buddhist Values and the Forms They Have Assumed in Asia,"Pardue, Peter A.",,,PAR,A0p5,The Macmillan Company,1968,1971,New York,,203,,,English,The interaction between Buddhist values and the socio-political institutions of the great Asian civilizations,,,,,Book,,,,General Buddhism,
2503,One Way (The),A Comparative Study of the Mahayana and Theravada,Piyasilo (Ven),,,PIY,A0p5,Damansara Buddhist Vihara,1981,,Damansara,,41,,,English,Essay on the spiritual unity of the schools of Buddhism.,,,,,Book,,,,General Buddhism,
2599,One Way (The),A Comparative Study of the Mahayana and Theravada,Piyasilo (Ven),,,PIY,A0p5,Damansara Buddhist Vihara,1981,,kuala Lump,,41,Mahayana Hinayana Vajrayana,,English,Paper on the historical development of the Three Yanas.,,,,,Book,,,,General Buddhism,
2493,Buddhism,,"Poussin, Louis De La Vallee",,,POU,A0p5,Catholic Truth Society,1960,,London,,32,Roman_Catholicism,,English,Brief introduction to the history of Buddhist philosophy.,,,,,Book,,,,General Buddhism,
216,Outlines of Buddhism - A Historical Sketch,,"Rhys Davids, C. A. F.",,,RHY,A0p5,Oriental reprint,1938,1978,New Delhi,,117,History Buddhism Pali Life of the Buddha,,English,Historical sketch on Buddhism,,,,,Book,,,,General Buddhism,
217,Outlines of Buddhism - A Historical Sketch,,"Rhys Davids, C. A. F.",,,RHY,A0p5,Methuen,1934,1934,London,,117,History Buddhism Pali Life of the Buddha,,English,Historical sketch on Buddhism,,,,,Book,,,,General Buddhism,
4993,Outlines of Buddhism - A Historical Sketch,,"Rhys Davids, C. A. F.",,,RHY,A0p5,Methuen,1934,1934,London,,117,History Buddhism Pali Life of The Buddha,,English,Historical sketch on Buddhism,,,,,Book,,,,,
204,Buddhism,,"Saunders, Kenneth",,,SAU,A0p5,Ernest Benn Ltd,1929,1929,London,,77,Asoka Buddhism History Life of the Buddha Philosophy ethics Korea Japan China india Arahat Bodhisattva Hinayana Mahayana,,English,"""Short pamphlet on History of Buddhism",,,,,Book,,,,General Buddhism,
205,Buddha and Buddhism,,"Wilson, H. H.",,,WIL,A0p5,Nag Publishers - Oriental Reprinters,1872,1979,Lucknow -,Reprint,78,History Buddhism,,English,Short History of Buddhism,,,,,Book,,,,General Buddhism,
225,"Buddhism its Origin and Spread in Words, Maps and Pictures",,"Zurcher, E",,100,ZUR,A0p5,Routledge Kegan Paul,1962,1962,London,,97,History Buddhism Life of the Buddha,,English,Elementary introduction to Buddhism,,,,,Book,,,,General Buddhism,
1663,"Buddhism its Origin and Spread in Words, Maps and Pictures",,"Zurcher, E",,100,ZUR,A0p5,Routledge & Kegan Paul,1962,1962,London,,96,History Buddhism Life of the Buddha,,English,Introduction to Buddhism,,,,,Book,,,,General Buddhism,
266,"Buddhism its Origin and Spread in Words, Maps and Pictures",,"Zurcher, E",,,ZUR,A0p5,Routledge Kegan Paul,1962,1962,London,,97,History Buddhism Life of the Buddha,,English,Elementary introduction to Buddhism,,,,,Book,,,,General Buddhism,
1165,"Buddhism its Origin and Spread in Words, Maps and Pictures",,"Zurcher, E",,,ZUR,A0p5,Routledge & Kegan Paul,1962,1962,London,,116,,,English,,,,,,Book,,,,General Buddhism,
901,Asian Journal of Thomas Merton (The),,"Chakravarty, Amiya (Ed.)",,,CHA,A0p6,Sheldon Press,1973,1974,London,,445,,0 85969 064,English,Journal of the Asian travels of Merton a Christian priest,,,,,Book,,,,General Buddhism,
844,Asia and I,,"Holt, Estelle",,,HOL,A0p6,Putnam,1961,1961,London,,263,,,English,The author's travels around Asia,,,,,Book,,,,General Buddhism,
953,Via Tokyo,,"Humphreys, Christmas",,,HUM,A0p6,Hutchinson & Co.,1948,1948,London,,212,Japan china thailand burma india sri lanka,,English,The author's travels in Japan China Siam (Thailand) Burma India and Ceylon (Sri Lanka),,,,,Book,,,,General Buddhism,
3160,Via Tokyo,,"Humphreys, Christmas",,,HUM,A0p6,Hutchinson & Co,1948,1948,London,,212,Japan China Thailand Burma India Sri Lanka.,,English,The author's travels in Japan China Sri Lanka.,,,,,Book,24,09/06/2000,,General Buddhism,
1141,Eastern Approaches,,"Maclean, Fitzroy",,,MAC,A0p6,The Reprint Society Ltd.,1949,1951,London,,415,,,English,The author's travels mainly in Asia,,,,,Book,,,,General Buddhism,
3518,Buddha,The Living Way,"Trimington, De Forest W.",,,TRI,A0p6,Random House,1998,,New York,,206,Pictorial Works,679457844,,,,,,,Book,,07/04/2004,,,
3823,Buddhism and Problems of the Modern Age,,"Malalasekera, G.P.",,,MAL,A0p7,Buddhist Missionary Society,1980,,Kuala Lump,,16,,none,,,,,,,Booklet,,15/03/2005,,,
L3494,Law of Eternity (The),Unfolding the secrets of the multidimensional universe,"Okawa, Ryuho",,,OKA,A0p7,Element Books Limited,1997,1998,Shaftesbur,2nd,116,,1862042926,,,,,,,Book,,30/03/2004,,,
4706,Light of the Ten Thousand World System (The),,"Nadarajah, Sujatha H.",,,NAD,A0q71,House of Maithri,1999,,,,,,,,,,Author mentioned in 'Facing Mount Kanchenjunga' p181-2 and 'Travel Letters',,,Book,,,,,
3833,Jataka Tales : Bird Stories,,"Chandrakant, Kamala",Pai - Anant (ed.),,PAI,A1,India Book House Ltd.,1983,1997,Mumbai,1st,39,,81-7508-128-7,,,,,,,Booklet,,15/03/2005,,,
1277,Jataka tales : Jackal Stories,,"Chandrakant, Kamala",Pai - Anant (ed.),,PAI,A1,India Book House Ltd.,1979,1996,Mumbai,1st,191,,81-7508-056-6,English,,5.95,,,,Booklet,,,,,
1236,Jataka Tales : Tales of Misers,,"Fernandes, Luis M.",Pai - Anant (ed.),,PAI,A1,India Book House Ltd.,1996,1996,Mumbai,1st,79,,81-7508-024-8,English,,4.99,,,,Booklet,,,,,
L3843,Jataka Tales : Monkey Stories,,"Khanna, Meena",Pai - Anant (ed.),,PAI,A1,India House Ltd.,1973,1997,Mumbai,1st,32,,,,,,,,,Booklet,,16/03/2005,,,
3844,Jataka Tales : Elephant Stories,,"Lal, Lakshmi & Pai, Anant (ed.)",,,PAI,A1,India Book House Ltd.,1977,1996,Mumbai,1st,32,,,,,,,,,Booklet,,16/03/2005,,,
1235,Jataka Tales : Nandivishala & other Stories,,Lopamudra,Pai - Anant (ed.),,PAI,A1,India Book House Ltd.,1996,1996,Mumbai,1st,79,,81-7508-027-2,English,,4.99,,,,Booklet,,,,,
3986,Jataka tales : Giant & the Dwarf (The),A Jataka Tale,"Rao, Subba",Pai - Anant (ed.),,PAI,A1,India Book House Ltd.,1981,1997,Mumbai,1st,291,,81-7508-090-6,,,,,,,Booklet,,03/05/2005,,,
1237,Jataka Tales : Stories of Courage,,"Sastry, Margie",Pai - Anant (ed.),,PAI,A1,India Book House Ltd.,1996,1996,Mumbai,1st,224,,none,English,,7.99,,,,Booklet,,,,,
1355,Jataka Tales : The Magic Chant & Other Stories,,"Ugra, Meera",Pai - Anant (ed.),,PAI,A1,India Book House Ltd.,1980,1997,Mumbai,1st,39,,81-7508-089-2,English,,2.25,,,,Booklet,,,,,
3832,Jataka Tales : Deer Stories,,,"Pai, Anant (ed.)",,PAI,A1,India Book House Ltd.,1996,1996,Mumbai,1st,39,,none,,,,,,,Booklet,,15/03/2005,,,
1169,Buddhism,,"Morgan, Peggy",,,MOR,A1a1,B. T. Batsford Ltd,1987,1987,London,,72,children schools,0 7134 5203,English,A children's dictionary of Buddhism,,,,,Book,,,,Buddhism for Childre,
1963,Buddhism,,"Morgan, Peggy",,,MOR,A1a1,B. T. Batsford Ltd,1987,1987,London,,72,children schools,0 7134 5203,English,A children's dictionary of Buddhism,,,,,Book,,,,Buddhism for Childre,
1966,Our Buddhist Friends,,"Ascott, Joan",,,ASC,A1a5,National Christian Education Council,1978,1982,Surrey,,32,children schools,0 85213 170,English,A simplistic approach for schools,,,,,Book,,,,Buddhism for Childre,
1162,Way of the Buddha (The),,"Burland, C. A.",,,BUR,A1a5,Hulton Educational Publications,1972,1982,Bucks,,61,children schools,0 7175 0590,English,A children's book,,,,,Book,,,,Buddhism for Childre,
1708,Way of the Buddha (The),,"Burland, C. A.",,,BUR,A1a5,Hulton Educational Publications,1972,1982,Bucks,,61,children schools,0 7175 0590,English,An introduction to Buddhism for schools,,,,,Book,,,,Buddhism for Childre,
1968,Way of the Buddha (The),,"Burland, C. A.",,,BUR,A1a5,Hulton Educational Publications,1972,1975,Bucks,,61,children schools,0 7175 0590,English,A schools' book,,,,,Book,,,,Buddhism for Childre,
652,Buddhist Studies,For Secondary 3,"Chan, Loke Siew (Project Director)",,,CHA,A1a5,Pan Pacific Book Distributors Pte Ltd,1984,1984,Singapore,,146,children schools,9971-63-490-,English,Introduction to Buddhism for secondary schools,,,,,Book,,,,Buddhism for Childre,
3363,Dharma Family Treasures,Sharing Buddhism with Children,"Eastoak, Sandy (Ed)",,,EAS,A1a5,North Atlantic Books,1994,1994,Berkeley,,316,Children Parenting ,1556432445,,,,,,,Book,,01/01/2004,,,
1964,Life & Faith in Buddhism,,"Knutsson, Birgitta et al.",Robert Dunlop,,KNU,A1a5,Hulton Educational Publications,1983,1985,Bucks,,16,children schools,0 7175 1027,English,A brief introduction to Buddhism for children translated from Swedish,,,,,Book,,,,Buddhism for Childre,
1935,Buddhism,,"Ling, Trevor",,,LIN,A1a5,Ward Lock Educational,1970,1984,London,,32,children schools,0 7062 3594,English,Small introduction to Buddhism for schools,,,,,Book,,,,Buddhism for Childre,
1973,Buddhism,,"Ling, Trevor",,,LIN,A1a5,Ward Lock Educational,1970,1973,London,,30,children schools,0 7062 3594,English,Small introduction to Buddhism for schools,,,,,Book,,,,Buddhism for Childre,
L2653,Growing Up into Buddhism,,Lobzang Jivaka,,,LOB,A1a5,Maha Bodhi Society,1960,,Calcutta,,129,Eigthfold_path Four_Noble_Truths Refuges_and_Precepts,,English,Introduction to Buddhism aimed at children.,,,,,Book,,,,Buddhism for Childre,
1166,Buddhists and Buddhism,,"Patrick, Martha",,,PAT,A1a5,Wayland Publishers Ltd,1982,1982,East Susse,,63,children schools fwbo sangharakshita,0 85340 906,English,A school book,,,,,Book,,,,Buddhism for Childre,
1168,I Am a Buddhist,,"Samarasekara, D. & U.",,,SAM,A1a5,Franklin Watts,1986,1986,London,,32,children schools,0-86313-261-,English,A children's book about a Sri Lankan Buddhist family in England,,,,,Book,,,,Buddhism for Childre,
1170,Buddhism,,"Snelling, John",,,SNE,A1a5,Wayland Publishers,1986,1986,East Susse,,48,children schools,0-85078-722-,English,A children's introductory book,,,,,Book,,,,Buddhism for Childre,
1173,Buddhist Stories,,"Snelling, John",,,SNE,A1a5,Wayland Publishers Ltd.,1986,1986,East Susse,,62,children schools,0-85078-864-,English,Six Buddhist stories for children,,,,,Book,,,,Buddhism for Childre,
658,Buddhist Teaching and Practice,,"Thompson, M. R.",,,THO,A1a5,Edward Arnold,1985,1985,London,,80,children schools,0-7131-7451-,English,For schools aged 14 and up.,,,,,Book,,,,Buddhism for Childre,
1699,Buddhist Teaching and Practice,,"Thompson, M. R.",,,THO,A1a5,Edward Arnold,1985,1985,London,,80,children schools,0-7131-7451-,English,An introduction to Buddhism for schools.,,,,,Book,,,,Buddhism for Childre,
3087,Buddhism,,"Weatherley, Lilian",,,WEA,A1a5,Longmans,1992,1992,Harlow,1st,61,,582029651,English,Textbook at GCSE level,,,,,Book,24,13/07/1999,,Buddhism for Childre,
1171,Ananda in Sri Lanka,A Story of Buddhism,"Barker, Carol",,,BAR,A1a51,Hamish Hamilton,,,,,,children schools,0-241-11266-,English,A children's book about Buddhism in Sri Lanka,,,,,Book,,,,Buddhism for Childre,
